transaction_id,user_id,timestamp,amount,merchant_category,merchant_name,location,payment_method,user_risk_score,is_fraud
TXN-000211,17,2026-05-01 07:44:08.244536,114.19,utilities,Fortunato Amores Cabo S.L.,Santa Cruz de Tenerife,debit_card,0.2,False
TXN-000212,33,2026-05-03 21:57:08.244536,5.0,supermarket,Tecnologías Castellana S.A.T.,Girona,transfer,0.27,False
TXN-000213,43,2026-05-07 03:29:08.244536,202.27,restaurant,Comercializadora del Norte S.Coop.,Asturias,debit_card,0.21,False
TXN-000214,16,2026-03-01 21:16:08.244536,101.2,supermarket,Grupo Araujo S.L.,Murcia,credit_card,0.2,False
TXN-000215,13,2026-04-20 04:55:08.244536,52.04,restaurant,Minería Zurita S.L.L.,Melilla,debit_card,0.11,False
TXN-000216,42,2026-03-17 03:07:08.244536,16.4,utilities,Manso y asociados S.Com.,Granada,transfer,0.19,False
TXN-000217,41,2026-02-21 09:57:08.244536,41.27,supermarket,Farmaceútica Inteligentes S.L.N.E,Burgos,credit_card,0.06,False
TXN-000218,2,2026-04-28 17:42:08.244536,136.86,restaurant,Oliver y Bolaños S.L.U.,Valladolid,transfer,0.23,False
TXN-000219,32,2026-05-03 21:52:08.244536,159.6,gas_station,Hnos Pons S.L.,Lleida,credit_card,0.23,False
TXN-000220,15,2026-04-16 12:14:08.244536,8.73,restaurant,Olivera y Oliveras S.A.,Granada,credit_card,0.24,False
TXN-000221,33,2026-04-16 16:19:08.244536,10.05,supermarket,Infraestructuras Falcón S.A.,Girona,transfer,0.07,False
TXN-000222,28,2026-04-23 06:36:08.244536,12.2,restaurant,Promociones del Mediterráneo S.Com.,Cuenca,transfer,0.24,False
TXN-000223,15,2026-03-05 00:30:08.244536,115.11,utilities,Banca Privada Española S.A.,Granada,transfer,0.22,False
TXN-000224,11,2026-05-12 01:13:08.244536,105.37,utilities,Compañía Ibérica S.Com.,Cantabria,credit_card,0.08,False
TXN-000225,34,2026-05-09 19:03:08.244536,153.03,utilities,Mur y Navas S.L.,Vizcaya,debit_card,0.18,False
TXN-000226,16,2026-04-15 16:34:08.244536,107.22,supermarket,Cuenca y Collado S.A.,Murcia,credit_card,0.18,False
TXN-000227,15,2026-03-03 13:04:08.244536,40.91,utilities,Jurado y Dalmau S.L.N.E,Granada,transfer,0.21,False
TXN-000228,46,2026-02-25 07:30:08.244536,139.51,online_shopping,Alejandra Escrivá Tovar S.Com.,La Coruña,transfer,0.1,False
TXN-000229,34,2026-03-18 12:10:08.244536,55.48,online_shopping,Inmobiliaria Española S.A.,Vizcaya,transfer,0.14,False
TXN-000230,7,2026-04-08 23:06:08.244536,47.06,restaurant,Nevado & Asociados S.L.N.E,Ourense,debit_card,0.06,False
TXN-000231,23,2026-04-21 06:46:08.244536,96.77,supermarket,Grupo Fabregat S.L.N.E,Barcelona,debit_card,0.14,False
TXN-000232,6,2026-02-17 12:37:08.244536,181.71,supermarket,Suministros Castellana S.A.,Barcelona,debit_card,0.11,False
TXN-000233,23,2026-04-15 22:27:08.244536,46.8,supermarket,Consultoría Ibérica S.L.,Barcelona,credit_card,0.07,False
TXN-000234,31,2026-05-02 02:10:08.244536,116.7,online_shopping,María Manuela Palomar Landa S.A.,Almería,debit_card,0.07,False
TXN-000235,48,2026-03-18 08:09:08.244536,69.64,online_shopping,Compañía Españolas S.A.,Granada,debit_card,0.24,False
TXN-000236,6,2026-03-04 15:25:08.244536,26.79,restaurant,Noriega y asociados S.L.,Barcelona,debit_card,0.15,False
TXN-000237,13,2026-03-20 09:21:08.244536,134.34,online_shopping,Tecnologías Cuadrado S.Com.,Melilla,debit_card,0.2,False
TXN-000238,40,2026-03-30 12:33:08.244536,97.34,gas_station,Leyre Villalobos Esteban S.L.N.E,Navarra,transfer,0.11,False
TXN-000239,12,2026-02-15 03:31:08.244536,151.75,supermarket,Manufacturas Aller S.L.,Castellón,transfer,0.26,False
TXN-000240,40,2026-03-31 10:56:08.244536,92.2,utilities,Banco Ibérica S.Com.,Navarra,transfer,0.17,False
TXN-000241,26,2026-03-25 11:42:08.244536,229.54,supermarket,Hermanos González S.Com.,León,transfer,0.27,False
TXN-000242,9,2026-02-12 03:44:08.244536,29.1,gas_station,Compañía FU S.Coop.,Pontevedra,credit_card,0.05,False
TXN-000243,39,2026-03-19 12:23:08.244536,145.15,restaurant,Promociones Pallarès S.A.,Zaragoza,transfer,0.07,False
TXN-000244,8,2026-04-10 22:24:08.244536,148.47,supermarket,Manrique y asociados S.Com.,Zamora,transfer,0.18,False
TXN-000245,45,2026-02-22 17:04:08.244536,32.32,restaurant,Banca Privada Sanjuan y asociados S.L.N.E,Málaga,transfer,0.24,False
TXN-000246,39,2026-05-02 10:29:08.244536,102.2,restaurant,Servicios del Sur S.L.L.,Zaragoza,debit_card,0.28,False
TXN-000247,20,2026-05-11 19:18:08.244536,211.04,utilities,Comercializadora Española S.Com.,Vizcaya,transfer,0.13,False
TXN-000248,11,2026-03-23 18:58:08.244536,60.19,utilities,Comercial Pastor S.L.L.,Cantabria,transfer,0.13,False
TXN-000249,48,2026-04-23 18:29:08.244536,130.22,online_shopping,Suministros García S.Coop.,Granada,transfer,0.07,False
TXN-000250,12,2026-03-04 16:08:08.244536,184.29,restaurant,Loida Sanz Gimenez S.A.T.,Castellón,credit_card,0.06,False
TXN-000251,27,2026-03-16 12:49:08.244536,162.42,utilities,Tecnologías Aguilar & Asociados S.Coop.,Málaga,debit_card,0.06,False
TXN-000252,23,2026-04-09 16:37:08.244536,53.43,utilities,Hermanos Miguel S.L.N.E,Barcelona,debit_card,0.2,False
TXN-000253,19,2026-05-05 17:43:08.244536,185.95,utilities,Talleres del Sur S.L.,Huesca,debit_card,0.21,False
TXN-000254,2,2026-03-19 03:57:08.244536,138.47,restaurant,Banca Privada Borrás S.L.,Valladolid,credit_card,0.12,False
TXN-000255,31,2026-04-10 05:58:08.244536,85.33,utilities,Prada & Asociados S.L.,Almería,credit_card,0.23,False
TXN-000256,24,2026-03-28 04:35:08.244536,170.6,gas_station,Saura y asociados S.Com.,Las Palmas,debit_card,0.14,False
TXN-000257,36,2026-03-12 03:25:08.244536,196.89,gas_station,Manufacturas Villanueva & Asociados S.C.P,Pontevedra,transfer,0.29,False
TXN-000258,15,2026-05-12 18:41:08.244536,61.35,restaurant,Hermanos Carrillo S.L.,Granada,transfer,0.07,False
TXN-000259,8,2026-05-10 10:37:08.244536,172.02,restaurant,Fábrica Globales S.Coop.,Zamora,debit_card,0.12,False
TXN-000260,9,2026-02-16 06:40:08.244536,130.81,gas_station,Promociones Españolas S.A.,Pontevedra,credit_card,0.29,False
TXN-000261,15,2026-05-02 01:51:08.244536,28.84,utilities,Talleres Iglesias S.A.T.,Granada,credit_card,0.24,False
TXN-000262,23,2026-05-03 07:02:08.244536,72.07,supermarket,Promociones Gallego y asociados S.L.L.,Barcelona,credit_card,0.23,False
TXN-000263,11,2026-04-22 06:43:08.244536,73.65,utilities,Teófilo Solís Soria S.L.,Cantabria,transfer,0.22,False
TXN-000264,3,2026-05-01 22:06:08.244536,124.68,supermarket,Desarrollo RBR S.L.,Murcia,debit_card,0.22,False
TXN-000265,40,2026-02-18 08:16:08.244536,94.95,utilities,Talleres del Sur S.Coop.,Navarra,credit_card,0.1,False
TXN-000266,48,2026-02-20 15:00:08.244536,128.19,utilities,Soluciones Ibéricos S.A.,Granada,debit_card,0.22,False
TXN-000267,18,2026-05-05 22:42:08.244536,167.51,restaurant,Gámez y Garzón S.L.N.E,Almería,transfer,0.21,False
TXN-000268,41,2026-02-16 19:15:08.244536,66.94,restaurant,Comercializadora Losada S.L.,Burgos,debit_card,0.27,False
TXN-000269,46,2026-05-02 19:18:08.244536,166.47,utilities,Talleres Jaén & Asociados S.Com.,La Coruña,credit_card,0.11,False
TXN-000270,39,2026-04-04 07:11:08.244536,161.39,supermarket,Pazos y asociados S.L.,Zaragoza,transfer,0.19,False
TXN-000271,0,2026-04-08 23:29:08.244536,152.47,utilities,Tecnologías Prat S.Coop.,Madrid,credit_card,0.05,False
TXN-000272,24,2026-02-18 14:18:08.244536,102.84,gas_station,Banco Burgos S.A.U,Las Palmas,debit_card,0.07,False
TXN-000273,19,2026-05-11 12:31:08.244536,156.66,utilities,Emiliano Nevado Espada S.L.,Huesca,debit_card,0.24,False
TXN-000274,28,2026-03-25 19:57:08.244536,68.92,restaurant,Alimentación Moreno y asociados S.A.,Cuenca,transfer,0.28,False
TXN-000275,47,2026-05-04 15:49:08.244536,973.84,cryptocurrency,Soluciones Agustí y asociados S.A.,Santa Lucía,transfer,0.75,True
TXN-000276,28,2026-03-12 19:01:08.244536,53.66,restaurant,Transportes Avanzadas S.L.L.,Cuenca,transfer,0.1,False
TXN-000277,8,2026-02-12 04:59:08.244536,172.46,restaurant,Consultoría Martorell S.C.P,Zamora,debit_card,0.28,False
TXN-000278,49,2026-03-27 04:43:08.244536,131.65,restaurant,Castrillo y Pavón S.Coop.,Salamanca,credit_card,0.17,False
TXN-000279,6,2026-02-25 16:43:08.244536,98.49,restaurant,Pazos y Pedro S.L.N.E,Barcelona,credit_card,0.06,False
TXN-000280,29,2026-04-07 17:18:08.244536,158.28,online_shopping,Tecnologías del Sur S.L.,Álava,credit_card,0.08,False
TXN-000281,15,2026-03-09 03:28:08.244536,75.53,restaurant,Minería Iberia S.A.,Granada,transfer,0.28,False
TXN-000282,12,2026-05-04 05:41:08.244536,148.47,restaurant,Infraestructuras Castellana S.C.P,Castellón,credit_card,0.12,False
TXN-000283,12,2026-02-27 16:27:08.244536,141.91,supermarket,Instalaciones WGZG S.A.,Castellón,transfer,0.24,False
TXN-000284,6,2026-04-10 00:06:08.244536,78.59,supermarket,Hnos Solana S.L.L.,Barcelona,transfer,0.23,False
TXN-000285,9,2026-03-04 22:10:08.244536,5.0,supermarket,Hermanos Losada S.Com.,Pontevedra,credit_card,0.06,False
TXN-000286,43,2026-04-13 10:00:08.244536,177.86,restaurant,Pina y Galvez S.L.N.E,Asturias,transfer,0.1,False
TXN-000287,47,2026-02-12 20:09:08.244536,98.59,restaurant,Compañía Arnau S.L.,Cuenca,credit_card,0.23,False
TXN-000288,0,2026-04-11 13:02:08.244536,142.05,gas_station,Compañía Rodríguez & Asociados S.L.N.E,Madrid,debit_card,0.13,False
TXN-000289,24,2026-03-04 05:46:08.244536,134.4,gas_station,Tecnologías Blazquez y asociados S.A.,Las Palmas,transfer,0.25,False
TXN-000290,5,2026-03-19 05:36:08.244536,155.9,supermarket,Hermanos Jove S.L.L.,Salamanca,credit_card,0.27,False
TXN-000291,22,2026-03-18 07:36:08.244536,76.89,online_shopping,Manufacturas Blanca S.C.P,León,credit_card,0.26,False
TXN-000292,22,2026-03-13 23:48:08.244536,77.23,online_shopping,Luque y Ayala S.L.L.,León,transfer,0.18,False
TXN-000293,24,2026-02-11 23:43:08.244536,159.42,supermarket,Transportes UAN S.L.,Las Palmas,credit_card,0.21,False
TXN-000294,24,2026-04-09 06:29:08.244536,133.63,gas_station,Segovia & Asociados S.L.,Las Palmas,debit_card,0.19,False
TXN-000295,33,2026-05-07 09:31:08.244536,5.0,gas_station,Alimentación Tejero S.A.,Girona,transfer,0.17,False
TXN-000296,41,2026-02-19 20:52:08.244536,96.97,supermarket,Duarte y asociados S.L.U.,Burgos,transfer,0.21,False
TXN-000297,19,2026-02-20 08:55:08.244536,145.38,restaurant,Múgica y Lucas S.A.T.,Huesca,debit_card,0.28,False
TXN-000298,43,2026-03-22 17:16:08.244536,165.09,restaurant,Farmaceútica Mas y asociados S.A.,Asturias,transfer,0.23,False
TXN-000299,49,2026-03-02 12:26:08.244536,61.5,gas_station,Enríquez y asociados S.A.,Salamanca,credit_card,0.2,False
TXN-000300,4,2026-02-16 08:33:08.244536,71.32,online_shopping,Aristides Montes Cabanillas S.C.P,Cantabria,credit_card,0.18,False
TXN-000301,30,2026-04-19 17:51:08.244536,130.33,online_shopping,Ariadna Pou Valls S.L.,Albacete,transfer,0.11,False
TXN-000302,9,2026-05-07 23:06:08.244536,93.08,gas_station,Fábrica YE S.L.,Pontevedra,transfer,0.17,False
TXN-000303,48,2026-03-29 12:56:08.244536,109.6,utilities,Godoy y Núñez S.L.N.E,Granada,transfer,0.19,False
TXN-000304,48,2026-04-10 05:12:08.244536,159.12,online_shopping,Fábrica Sancho S.A.,Granada,debit_card,0.3,False
TXN-000305,25,2026-04-07 12:27:08.244536,144.9,gas_station,Palma y Zurita S.A.D,Lugo,debit_card,0.3,False
TXN-000306,30,2026-03-07 03:56:08.244536,98.08,gas_station,Familia Soria S.C.P,Albacete,credit_card,0.15,False
TXN-000307,6,2026-04-23 18:51:08.244536,1058.4,wire_transfer,Construcción Ledesma S.L.,Letonia,debit_card,0.92,True
TXN-000308,41,2026-03-05 03:20:08.244536,72.17,restaurant,Rueda y asociados S.L.L.,Burgos,credit_card,0.22,False
TXN-000309,23,2026-04-15 07:28:08.244536,124.94,supermarket,Despacho Tello y asociados S.A.,Barcelona,credit_card,0.3,False
TXN-000310,29,2026-04-03 21:09:08.244536,134.09,utilities,Rita Ropero Palmer S.C.P,Álava,transfer,0.23,False
TXN-000311,22,2026-03-19 12:04:08.244536,133.2,online_shopping,Grupo Trillo S.Com.,León,credit_card,0.26,False
TXN-000312,24,2026-04-08 06:51:08.244536,171.72,supermarket,Fábrica Alcolea y asociados S.A.T.,Las Palmas,transfer,0.05,False
TXN-000313,33,2026-02-20 17:34:08.244536,32.03,supermarket,Dominga Mármol Nicolás S.L.,Girona,transfer,0.21,False
TXN-000314,5,2026-05-04 02:53:08.244536,166.94,restaurant,Mínguez y Pomares S.L.U.,Salamanca,credit_card,0.16,False
TXN-000315,24,2026-02-11 12:15:08.244536,149.61,supermarket,Despacho Globales S.L.,Las Palmas,transfer,0.21,False
TXN-000316,44,2026-03-13 18:11:08.244536,142.67,utilities,Mínguez & Asociados S.Com.,Ciudad,transfer,0.16,False
TXN-000317,1,2026-05-03 03:27:08.244536,38.57,supermarket,Suministros Sotelo y asociados S.A.T.,Baleares,transfer,0.07,False
TXN-000318,44,2026-03-19 09:20:08.244536,193.19,utilities,Grupo Garay S.Coop.,Ciudad,transfer,0.19,False
TXN-000319,45,2026-03-11 06:27:08.244536,24.28,restaurant,Grupo Cánovas S.L.,Málaga,debit_card,0.06,False
TXN-000320,21,2026-05-12 21:30:08.244536,166.67,restaurant,Desarrollo Robledo & Asociados S.C.P,Cuenca,transfer,0.19,False
TXN-000321,13,2026-04-10 23:29:08.244536,85.83,online_shopping,Novoa & Asociados S.Com.,Melilla,credit_card,0.1,False
TXN-000322,25,2026-03-29 06:19:08.244536,130.53,gas_station,Jesús Costa Baeza S.Coop.,Lugo,transfer,0.24,False
TXN-000323,34,2026-02-26 16:29:08.244536,181.19,online_shopping,Infraestructuras Santiago S.L.,Vizcaya,credit_card,0.18,False
TXN-000324,20,2026-03-15 04:27:08.244536,175.92,supermarket,Talleres Castellana S.Com.,Vizcaya,transfer,0.15,False
TXN-000325,45,2026-03-07 22:46:08.244536,30.71,gas_station,Apolonia Lillo Pacheco S.Coop.,Málaga,credit_card,0.22,False
TXN-000326,13,2026-04-16 08:36:08.244536,88.67,restaurant,Logística UPL S.Coop.,Melilla,debit_card,0.27,False
TXN-000327,48,2026-04-05 15:17:08.244536,146.6,online_shopping,Hermanos Arco S.L.L.,Granada,transfer,0.23,False
TXN-000328,47,2026-03-27 03:36:08.244536,170.92,restaurant,Tecnologías LEF S.Com.,Cuenca,credit_card,0.23,False
TXN-000329,46,2026-04-01 17:17:08.244536,65.49,online_shopping,Inversiones Escribano & Asociados S.A.,La Coruña,transfer,0.16,False
TXN-000330,35,2026-02-20 22:58:08.244536,181.47,restaurant,Banco Quiroga y asociados S.Com.,Ourense,credit_card,0.2,False
TXN-000331,49,2026-05-03 01:52:08.244536,123.88,gas_station,Hermanos Navarro S.L.N.E,Salamanca,transfer,0.27,False
TXN-000332,34,2026-04-11 18:34:08.244536,199.78,utilities,Hoyos y asociados S.Coop.,Vizcaya,transfer,0.1,False
TXN-000333,48,2026-03-27 14:17:08.244536,152.84,online_shopping,Infraestructuras PA S.Com.,Granada,credit_card,0.18,False
TXN-000334,35,2026-05-05 16:18:08.244536,160.49,online_shopping,Jordi Flor Rosa S.A.,Ourense,credit_card,0.13,False
TXN-000335,33,2026-04-06 11:32:08.244536,34.09,supermarket,Barberá & Asociados S.Coop.,Girona,transfer,0.25,False
TXN-000336,8,2026-03-04 12:13:08.244536,133.14,supermarket,Grupo Carmona S.C.P,Zamora,credit_card,0.17,False
TXN-000337,42,2026-04-15 18:14:08.244536,64.39,utilities,Llanos y Cañete S.L.N.E,Granada,debit_card,0.25,False
TXN-000338,35,2026-03-21 13:38:08.244536,156.23,online_shopping,Farmaceútica Matas y asociados S.L.U.,Ourense,debit_card,0.27,False
TXN-000339,42,2026-04-21 03:23:08.244536,77.46,utilities,Finanzas Andrés S.Coop.,Granada,transfer,0.12,False
TXN-000340,31,2026-04-26 04:31:08.244536,110.94,utilities,Construcción Ibéricos S.A.U,Almería,credit_card,0.22,False
TXN-000341,46,2026-04-01 18:46:08.244536,165.21,utilities,Hermanos Arjona S.Coop.,La Coruña,credit_card,0.06,False
TXN-000342,16,2026-04-01 12:06:08.244536,160.0,restaurant,Amando Tejedor Huguet S.Com.,Murcia,transfer,0.29,False
TXN-000343,1,2026-04-17 15:41:08.244536,84.46,gas_station,Hnos Águila S.Coop.,Baleares,transfer,0.06,False
TXN-000344,13,2026-02-21 13:50:08.244536,131.91,restaurant,Comercializadora Borrego S.L.,Melilla,transfer,0.28,False
TXN-000345,24,2026-04-18 01:35:08.244536,143.32,supermarket,Calderon & Asociados S.L.,Las Palmas,transfer,0.11,False
TXN-000346,9,2026-03-22 09:47:08.244536,71.25,supermarket,Talleres Integrales S.A.,Pontevedra,credit_card,0.21,False
TXN-000347,43,2026-02-26 23:27:08.244536,217.08,online_shopping,Valverde y asociados S.A.,Asturias,credit_card,0.15,False
TXN-000348,3,2026-02-28 05:49:08.244536,202.69,supermarket,Rincón y Roman S.Coop.,Murcia,debit_card,0.27,False
TXN-000349,1,2026-04-12 20:00:08.244536,84.15,supermarket,Banco Inteligentes S.Coop.,Baleares,transfer,0.17,False
TXN-000350,38,2026-04-02 13:51:08.244536,255.22,supermarket,Talavera y Quintero S.Com.,Pontevedra,transfer,0.09,False
TXN-000351,27,2026-03-18 00:40:08.244536,1663.67,wire_transfer,Manufacturas JQNV S.L.,Iraq,transfer,0.72,True
TXN-000352,24,2026-03-14 01:48:08.244536,148.49,supermarket,Despacho Jurado y asociados S.Com.,Las Palmas,transfer,0.26,False
TXN-000353,38,2026-03-17 02:36:08.244536,207.46,utilities,Tecnologías XF S.A.T.,Pontevedra,transfer,0.1,False
TXN-000354,39,2026-02-22 09:31:08.244536,114.37,restaurant,Hermanos Pujadas S.L.N.E,Zaragoza,transfer,0.27,False
TXN-000355,15,2026-02-14 10:33:08.244536,86.95,utilities,Inmobiliaria Escalona S.L.L.,Granada,credit_card,0.23,False
TXN-000356,40,2026-03-24 23:26:08.244536,114.17,gas_station,Grupo Nogués S.A.,Navarra,debit_card,0.11,False
TXN-000357,18,2026-03-03 09:18:08.244536,137.79,online_shopping,Seco y Cuenca S.A.,Almería,transfer,0.13,False
TXN-000358,29,2026-03-25 23:21:08.244536,134.81,utilities,Construcción Estrada S.A.,Álava,credit_card,0.16,False
TXN-000359,19,2026-02-22 06:11:08.244536,111.84,restaurant,Grupo Baeza S.Coop.,Huesca,debit_card,0.1,False
TXN-000360,13,2026-03-21 02:01:08.244536,97.6,online_shopping,Transportes del Norte S.L.N.E,Melilla,debit_card,0.12,False
TXN-000361,24,2026-05-05 08:04:08.244536,98.52,gas_station,Encarnita Priego Tejada S.A.,Las Palmas,credit_card,0.2,False
TXN-000362,33,2026-03-13 22:58:08.244536,72.26,gas_station,Talleres WJN S.L.,Girona,transfer,0.12,False
TXN-000363,39,2026-03-12 07:41:08.244536,223.38,supermarket,Ruth Sotelo Elías S.Coop.,Zaragoza,credit_card,0.23,False
TXN-000364,15,2026-02-14 22:39:08.244536,48.25,utilities,Ordóñez y Clavero S.A.,Granada,credit_card,0.21,False
TXN-000365,35,2026-03-04 18:15:08.244536,173.27,restaurant,Azahar Tello Polo S.Coop.,Ourense,credit_card,0.08,False
TXN-000366,12,2026-04-14 09:42:08.244536,127.54,supermarket,Silva y Olmo S.L.,Castellón,transfer,0.18,False
TXN-000367,23,2026-04-04 13:33:08.244536,68.11,supermarket,Hermanos Álvarez S.Coop.,Barcelona,credit_card,0.16,False
TXN-000368,32,2026-02-17 01:24:08.244536,129.54,gas_station,Restauración Reguera y asociados S.L.L.,Lleida,transfer,0.08,False
TXN-000369,23,2026-04-29 23:44:08.244536,128.19,utilities,Banco Torrijos & Asociados S.Coop.,Barcelona,credit_card,0.21,False
TXN-000370,35,2026-03-04 11:02:08.244536,128.78,online_shopping,Fábrica YPD S.Coop.,Ourense,debit_card,0.06,False
TXN-000371,41,2026-04-03 08:53:08.244536,42.17,supermarket,Talleres Salinas S.L.L.,Burgos,debit_card,0.15,False
TXN-000372,30,2026-04-12 14:30:08.244536,69.86,online_shopping,Industrias GIU S.L.N.E,Albacete,credit_card,0.28,False
TXN-000373,18,2026-03-16 11:44:08.244536,161.6,restaurant,Perales y asociados S.Com.,Almería,credit_card,0.07,False
TXN-000374,6,2026-04-20 14:44:08.244536,97.23,restaurant,Vives & Asociados S.A.T.,Barcelona,transfer,0.17,False
TXN-000375,38,2026-04-14 18:08:08.244536,210.75,utilities,Talleres XAKO S.L.N.E,Pontevedra,debit_card,0.13,False
TXN-000376,33,2026-02-24 00:49:08.244536,32.79,supermarket,Promociones Baena & Asociados S.Coop.,Girona,credit_card,0.25,False
TXN-000377,36,2026-05-03 16:44:08.244536,191.55,online_shopping,Goicoechea y Plana S.L.N.E,Pontevedra,debit_card,0.2,False
TXN-000378,38,2026-04-21 12:40:08.244536,192.01,utilities,Soluciones Alberto y asociados S.C.P,Pontevedra,debit_card,0.27,False
TXN-000379,1,2026-03-23 03:28:08.244536,128.38,supermarket,Servicios Bautista S.L.,Baleares,credit_card,0.08,False
TXN-000380,37,2026-04-13 22:44:08.244536,92.57,restaurant,Amador & Asociados S.L.N.E,Castellón,credit_card,0.25,False
TXN-000381,34,2026-04-17 21:24:08.244536,220.62,utilities,Grupo Polo S.L.N.E,Vizcaya,credit_card,0.18,False
TXN-000382,4,2026-02-19 13:41:08.244536,5.0,online_shopping,Banco UPTD S.A.,Cantabria,debit_card,0.23,False
TXN-000383,42,2026-03-31 09:50:08.244536,68.09,restaurant,Espejo y asociados S.L.N.E,Granada,transfer,0.14,False
TXN-000384,48,2026-05-06 22:29:08.244536,198.04,utilities,Alimentación Correa S.A.,Granada,debit_card,0.27,False
TXN-000385,23,2026-02-19 02:01:08.244536,91.84,utilities,Hnos Corominas S.L.L.,Barcelona,transfer,0.15,False
TXN-000386,26,2026-02-13 04:20:08.244536,145.95,supermarket,Alimentación Arnal S.A.,León,transfer,0.1,False
TXN-000387,25,2026-02-27 09:15:08.244536,142.73,gas_station,Manufacturas Globales S.A.,Lugo,transfer,0.3,False
TXN-000388,7,2026-03-14 10:56:08.244536,5.0,restaurant,Construcción Iberia S.A.,Ourense,credit_card,0.22,False
TXN-000389,12,2026-04-09 13:33:08.244536,158.63,supermarket,Comercializadora MBS S.A.,Castellón,credit_card,0.2,False
TXN-000390,18,2026-04-29 12:45:08.244536,172.57,restaurant,Huerta y Pou S.Com.,Almería,debit_card,0.13,False
TXN-000391,34,2026-04-27 09:39:08.244536,229.08,utilities,Grupo Bauzà S.A.,Vizcaya,transfer,0.23,False
TXN-000392,31,2026-04-01 10:39:08.244536,141.89,online_shopping,Jerónimo Checa Pomares S.L.,Almería,debit_card,0.18,False
TXN-000393,27,2026-03-08 16:52:08.244536,143.23,utilities,Minería Españolas S.L.,Málaga,debit_card,0.15,False
TXN-000394,31,2026-02-16 13:53:08.244536,156.59,online_shopping,Industrias XCZ S.A.,Almería,transfer,0.1,False
TXN-000395,6,2026-04-27 01:23:08.244536,114.62,restaurant,Desarrollo Peña S.Coop.,Barcelona,transfer,0.2,False
TXN-000396,30,2026-03-11 03:51:08.244536,75.92,online_shopping,Banca Privada GY S.A.,Albacete,debit_card,0.09,False
TXN-000397,15,2026-03-05 04:02:08.244536,160.66,restaurant,Supermercados Garmendia & Asociados S.L.N.E,Granada,credit_card,0.26,False
TXN-000398,49,2026-03-06 21:18:08.244536,134.9,restaurant,Borja Arce Tapia S.L.,Salamanca,credit_card,0.26,False
TXN-000399,13,2026-02-20 12:03:08.244536,121.54,online_shopping,Carrión y asociados S.L.N.E,Melilla,transfer,0.08,False
TXN-000400,20,2026-04-07 16:45:08.244536,124.62,utilities,Mosquera y asociados S.A.,Vizcaya,credit_card,0.21,False
TXN-000401,15,2026-05-11 21:03:08.244536,52.2,utilities,Cruz Ramos Hierro S.L.L.,Granada,credit_card,0.12,False
TXN-000402,36,2026-04-25 20:25:08.244536,264.33,online_shopping,Supermercados NVCX S.L.U.,Pontevedra,transfer,0.29,False
TXN-000403,24,2026-03-09 01:14:08.244536,134.97,supermarket,Inmobiliaria Avanzadas S.L.,Las Palmas,credit_card,0.08,False
TXN-000404,37,2026-05-06 05:12:08.244536,128.89,restaurant,Instalaciones Castellana S.L.N.E,Castellón,credit_card,0.22,False
TXN-000405,12,2026-02-26 02:53:08.244536,152.79,restaurant,Grupo Fernandez S.A.,Castellón,credit_card,0.27,False
TXN-000406,43,2026-02-17 02:30:08.244536,185.26,restaurant,Jover y Esteve S.L.U.,Asturias,transfer,0.11,False
TXN-000407,9,2026-02-22 15:36:08.244536,93.52,supermarket,Feliciana Llanos Portero S.L.N.E,Pontevedra,transfer,0.1,False
TXN-000408,5,2026-03-30 18:40:08.244536,178.68,supermarket,Banco PDW S.A.T.,Salamanca,credit_card,0.15,False
TXN-000409,45,2026-03-29 16:30:08.244536,25.12,restaurant,Apolinar Cañizares Palacios S.L.L.,Málaga,transfer,0.1,False
TXN-000410,31,2026-04-11 03:08:08.244536,152.08,online_shopping,Gustavo Carvajal Juliá S.A.,Almería,credit_card,0.28,False
TXN-000411,29,2026-02-14 02:29:08.244536,116.38,utilities,Transportes Ibéricos S.A.,Álava,credit_card,0.1,False
TXN-000412,33,2026-02-23 03:16:08.244536,50.56,gas_station,Familia Torralba S.L.,Girona,debit_card,0.26,False
TXN-000413,0,2026-04-19 22:23:08.244536,96.42,utilities,Ramirez y Laguna S.Com.,Madrid,transfer,0.09,False
TXN-000414,16,2026-04-28 08:53:08.244536,105.28,restaurant,Hermanos Huguet S.L.,Murcia,debit_card,0.14,False
TXN-000415,35,2026-03-09 10:05:08.244536,171.04,restaurant,Brunilda Girón Elías S.Coop.,Ourense,debit_card,0.12,False
TXN-000416,18,2026-04-22 03:00:08.244536,155.76,restaurant,Minería Izquierdo S.A.,Almería,transfer,0.1,False
TXN-000417,3,2026-04-01 02:14:08.244536,140.6,supermarket,Gilabert y Lobo S.Com.,Murcia,debit_card,0.27,False
TXN-000418,37,2026-04-18 10:41:08.244536,119.32,restaurant,Instalaciones Prats y asociados S.L.N.E,Castellón,transfer,0.17,False
TXN-000419,26,2026-04-23 19:25:08.244536,127.11,supermarket,Paniagua & Asociados S.L.L.,León,transfer,0.12,False
TXN-000420,41,2026-03-10 07:27:08.244536,114.61,supermarket,Soluciones SB S.A.U,Burgos,debit_card,0.2,False
TXN-000421,33,2026-04-17 01:33:08.244536,5.0,supermarket,Grupo Gallardo S.Com.,Girona,transfer,0.21,False
TXN-000422,29,2026-02-28 18:03:08.244536,161.61,utilities,Susanita Jimenez Ángel S.A.U,Álava,credit_card,0.09,False
